설비 ID,설비명,발생일시,해제일시,경과(초),설비상태,설비알람레벨,알람코드,알람 명
W1ALNS537,#22-2 LOADER,2025-12-01 15:17,2025-12-01 15:18,32,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-01 15:18,2025-12-01 15:18,46,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-01 15:19,2025-12-01 15:22,160,User Stop,H,965,M30965 : Wind-B4 Splice Vacuum#2 On Error
W1ALAMM53,LAM #22-02,2025-12-01 15:28,2025-12-01 15:28,22,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-01 15:39,2025-12-01 15:39,4,Trouble,H,1468,"[셀추적] BCR 리딩 불량 수량 초과 발생 에러  :: , Cell. BCR< [F1468]"
W1ALNS537,#22-2 LOADER,2025-12-01 15:41,2025-12-01 15:42,67,Run,H,1159,M31159 : Wind-A1 RFID Routine Time Out
W1ALNS537,#22-2 LOADER,2025-12-01 15:46,2025-12-01 15:48,95,Trouble,H,686,M30686 :
W1ALNS537,#22-2 LOADER,2025-12-01 15:47,2025-12-01 15:48,21,Trouble,,2064,
W1ALNS537,#22-2 LOADER,2025-12-01 15:49,2025-12-01 15:50,72,Run,H,1159,M31159 : Wind-A1 RFID Routine Time Out
W1ALNS537,#22-2 LOADER,2025-12-01 15:54,2025-12-01 15:57,151,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALAMM53,LAM #22-02,2025-12-01 16:10,2025-12-01 16:15,300,Wait,L,3171,[F3171] 상부전극 덴서 리미트 경고
W1ALAMM53,LAM #22-02,2025-12-01 16:17,2025-12-01 16:17,10,Trouble,H,706,[F0706]
W1ALAMM53,LAM #22-02,2025-12-01 16:17,2025-12-01 16:18,49,Trouble,H,983,[F0983] 양품 자재불량 적재-1 [OP] 알람
W1ALAMM53,LAM #22-02,2025-12-01 16:18,2025-12-01 16:18,40,Trouble,H,978,[F0978] 양품 자재불량 적재-1 [MC] 알람
W1ALNS537,#22-2 LOADER,2025-12-01 17:11,2025-12-01 17:11,16,Trouble,H,840,M30840 : Wind-B3 AS Cut-Y Waiting Position Error
W1ALNS537,#22-2 LOADER,2025-12-01 17:11,2025-12-01 17:14,196,Trouble,H,840,M30840 : Wind-B3 AS Cut-Y Waiting Position Error
W1ALAMM53,LAM #22-02,2025-12-01 17:18,2025-12-01 17:19,62,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-01 17:18,2025-12-01 17:19,57,Trouble,H,1732,[F1732] 양품배출 매거진#2 준비 이상
W1ALAMM53,LAM #22-02,2025-12-01 17:21,2025-12-01 17:28,446,Wait,L,3171,[F3171] 상부전극 덴서 리미트 경고
W1ALAMM53,LAM #22-02,2025-12-01 17:25,2025-12-01 17:28,204,Trouble,H,1762,[F1762] 상부 전극 EPC LEFT LIMIT
W1ALAMM53,LAM #22-02,2025-12-01 17:29,2025-12-01 17:30,72,Trouble,H,1722,[F1722] 비전 미투입 이상 알람
W1ALAMM53,LAM #22-02,2025-12-01 17:30,2025-12-01 17:30,5,Trouble,H,1722,[F1722] 비전 미투입 이상 알람
W1ALAMM53,LAM #22-02,2025-12-01 17:39,2025-12-01 17:39,23,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-01 18:20,2025-12-01 18:25,297,Trouble,H,286,M30286 :
W1ALNS537,#22-2 LOADER,2025-12-01 18:25,2025-12-01 18:26,66,User Stop,H,286,M30286 :
W1ALNS537,#22-2 LOADER,2025-12-01 18:25,2025-12-01 18:26,54,User Stop,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-01 18:26,2025-12-01 18:42,940,User Stop,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-01 18:43,2025-12-01 18:46,158,Run,,2287,
W1ALNS537,#22-2 LOADER,2025-12-01 19:33,2025-12-01 19:45,689,Run,H,1159,M31159 : Wind-A1 RFID Routine Time Out
W1ALAMM53,LAM #22-02,2025-12-01 19:36,2025-12-01 19:36,17,User Stop,H,1531,[F1531] 중앙 전극 컷 UP/DN SV OFF 알람
W1ALAMM53,LAM #22-02,2025-12-01 19:40,2025-12-01 19:40,8,User Stop,H,686,[F0686] PET 닙 롤 UP/DW 알람
W1ALAMM53,LAM #22-02,2025-12-01 19:46,2025-12-01 19:47,27,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-01 19:56,2025-12-01 19:57,50,Trouble,,2299,
W1ALNS537,#22-2 LOADER,2025-12-01 19:58,2025-12-01 20:06,459,Trouble,H,786,M30786 :
W1ALNS537,#22-2 LOADER,2025-12-01 20:05,2025-12-01 20:06,78,Trouble,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-01 20:06,2025-12-01 20:33,1602,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-01 20:33,2025-12-01 20:33,6,Run,,2062,
W1ALNS537,#22-2 LOADER,2025-12-01 20:36,2025-12-01 20:39,147,Trouble,H,980,M30980 : Wind-B4 Bobbin Pin FWD Error
W1ALAMM53,LAM #22-02,2025-12-01 20:41,2025-12-01 20:41,26,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-01 21:32,2025-12-01 21:40,474,Run,,2281,
W1ALNS537,#22-2 LOADER,2025-12-01 21:46,2025-12-01 21:54,508,Run,,2287,
W1ALAMM53,LAM #22-02,2025-12-01 21:54,2025-12-01 21:55,24,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-01 21:54,2025-12-02 0:05,7854,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-01 21:56,2025-12-02 0:05,7735,Run,,2062,
W1ALAMM53,LAM #22-02,2025-12-01 22:24,2025-12-01 22:24,22,Wait,L,3095,[F3095] 이물 유량 BLOWER#3 유량 하한 경고
W1ALAMM53,LAM #22-02,2025-12-02 0:07,2025-12-02 0:08,21,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-02 0:16,2025-12-02 0:16,24,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-02 0:17,2025-12-02 0:17,6,Trouble,H,706,[F0706]
W1ALAMM53,LAM #22-02,2025-12-02 0:41,2025-12-02 0:42,44,Wait,L,3172,[F3172] 중앙전극 덴서 리미트 경고
W1ALAMM53,LAM #22-02,2025-12-02 0:42,2025-12-02 0:54,711,Wait,L,3172,[F3172] 중앙전극 덴서 리미트 경고
W1ALAMM53,LAM #22-02,2025-12-02 0:56,2025-12-02 0:56,35,Wait,L,3172,[F3172] 중앙전극 덴서 리미트 경고
W1ALAMM53,LAM #22-02,2025-12-02 2:07,2025-12-02 2:07,22,User Stop,H,686,[F0686] PET 닙 롤 UP/DW 알람
W1ALAMM53,LAM #22-02,2025-12-02 2:09,2025-12-02 2:10,59,Trouble,H,984,[F0984] 양품 자재불량 적재-2 [OP] 알람
W1ALAMM53,LAM #22-02,2025-12-02 2:16,2025-12-02 2:16,20,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-02 2:17,2025-12-02 2:18,42,Trouble,H,706,[F0706]
W1ALAMM53,LAM #22-02,2025-12-02 3:50,2025-12-02 3:51,25,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-02 4:06,2025-12-02 4:06,16,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-02 4:07,2025-12-02 4:24,1009,Wait,L,3171,[F3171] 상부전극 덴서 리미트 경고
W1ALAMM53,LAM #22-02,2025-12-02 4:19,2025-12-02 4:24,316,User Stop,H,1762,[F1762] 상부 전극 EPC LEFT LIMIT
W1ALAMM53,LAM #22-02,2025-12-02 4:28,2025-12-02 4:29,13,Trouble,H,1722,[F1722] 비전 미투입 이상 알람
W1ALAMM53,LAM #22-02,2025-12-02 4:30,2025-12-02 4:30,4,Trouble,H,1722,[F1722] 비전 미투입 이상 알람
W1ALAMM53,LAM #22-02,2025-12-02 4:33,2025-12-02 4:49,954,Wait,L,3171,[F3171] 상부전극 덴서 리미트 경고
W1ALAMM53,LAM #22-02,2025-12-02 4:34,2025-12-02 4:49,902,Wait,L,3172,[F3172] 중앙전극 덴서 리미트 경고
W1ALAMM53,LAM #22-02,2025-12-02 4:41,2025-12-02 4:49,453,Trouble,H,1761,[F1761] 상부 전극 EPC RIGHT LIMIT
W1ALAMM53,LAM #22-02,2025-12-02 4:50,2025-12-02 4:50,4,Trouble,H,733,[F0733] 쇼트 확인 전면 연속 NG 알람
W1ALAMM53,LAM #22-02,2025-12-02 4:50,2025-12-02 4:50,6,Trouble,H,739,[F0739] Data NG 연속불량알람
W1ALAMM53,LAM #22-02,2025-12-02 4:51,2025-12-02 4:51,8,Trouble,H,739,[F0739] Data NG 연속불량알람
W1ALAMM53,LAM #22-02,2025-12-02 4:51,2025-12-02 4:52,16,Trouble,H,984,[F0984] 양품 자재불량 적재-2 [OP] 알람
W1ALAMM53,LAM #22-02,2025-12-02 4:53,2025-12-02 4:53,2,Trouble,H,706,[F0706]
W1ALAMM53,LAM #22-02,2025-12-02 4:54,2025-12-02 4:57,158,User Stop,H,669,[F0669] 장변실러 비젼 준비 OFF 알람
W1ALAMM53,LAM #22-02,2025-12-02 6:00,2025-12-02 6:00,19,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-02 6:01,2025-12-02 6:03,120,Trouble,H,727,[F0727]
W1ALAMM53,LAM #22-02,2025-12-02 6:07,2025-12-02 6:07,11,Trouble,H,706,[F0706]
W1ALAMM53,LAM #22-02,2025-12-02 6:21,2025-12-02 7:07,2770,User Stop,H,1058,[F1058] 매거진-2 CST ID 알람
W1ALAMM53,LAM #22-02,2025-12-02 6:34,2025-12-02 7:07,1973,User Stop,H,1531,[F1531] 중앙 전극 컷 UP/DN SV OFF 알람
W1ALAMM53,LAM #22-02,2025-12-02 6:36,2025-12-02 7:07,1844,User Stop,H,686,[F0686] PET 닙 롤 UP/DW 알람
W1ALAMM53,LAM #22-02,2025-12-02 7:08,2025-12-02 7:09,63,Trouble,H,1164,[F1164] 그리퍼 전진/후진 SV301 RLS 에러
W1ALAMM53,LAM #22-02,2025-12-02 7:38,2025-12-02 7:38,26,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-02 7:38,2025-12-02 8:16,2266,Trouble,,2296,
W1ALAMM53,LAM #22-02,2025-12-02 7:39,2025-12-02 8:03,1467,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-02 7:39,2025-12-02 8:03,1465,Wait,L,3171,[F3171] 상부전극 덴서 리미트 경고
W1ALAMM53,LAM #22-02,2025-12-02 7:59,2025-12-02 8:03,287,Trouble,H,415,[F0415]세파 존 도어 오픈 알람
W1ALAMM53,LAM #22-02,2025-12-02 8:05,2025-12-02 8:05,4,Trouble,H,1762,[F1762] 상부 전극 EPC LEFT LIMIT
W1ALAMM53,LAM #22-02,2025-12-02 8:08,2025-12-02 8:08,6,Trouble,H,765,[F0765] 비전 한계수량 NG 알람
W1ALNS537,#22-2 LOADER,2025-12-02 8:36,2025-12-02 8:41,261,Trouble,H,880,M30880 : Wind-B3 Bobbin Pin FWD Error
W1ALAMM53,LAM #22-02,2025-12-02 8:46,2025-12-02 8:46,23,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-02 9:23,2025-12-02 9:23,24,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-02 9:38,2025-12-02 9:38,8,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-02 10:15,2025-12-02 10:17,176,Trouble,H,415,[F0415]세파 존 도어 오픈 알람
W1ALAMM53,LAM #22-02,2025-12-02 10:18,2025-12-02 10:20,105,Trouble,H,983,[F0983] 양품 자재불량 적재-1 [OP] 알람
W1ALAMM53,LAM #22-02,2025-12-02 10:26,2025-12-02 10:27,87,User Stop,L,3095,[F3095] 이물 유량 BLOWER#3 유량 하한 경고
W1ALAMM53,LAM #22-02,2025-12-02 10:35,2025-12-02 10:35,21,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-02 10:36,2025-12-02 10:45,561,Wait,L,3172,[F3172] 중앙전극 덴서 리미트 경고
W1ALAMM53,LAM #22-02,2025-12-02 11:10,2025-12-02 11:10,15,User Stop,H,760,[F0760] 하부 세파 언와인더 댄서 리미트 알람
W1ALNS537,#22-2 LOADER,2025-12-02 11:10,2025-12-02 11:11,51,Trouble,H,110,M30110 : Hoist-X Wait Position Move Error
W1ALAMM53,LAM #22-02,2025-12-02 11:12,2025-12-02 11:12,25,Trouble,H,706,[F0706]
W1ALNS537,#22-2 LOADER,2025-12-02 11:23,2025-12-02 11:31,484,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-02 11:47,2025-12-02 11:49,126,Trouble,H,965,M30965 : Wind-B4 Splice Vacuum#2 On Error
W1ALNS537,#22-2 LOADER,2025-12-02 12:17,2025-12-02 12:41,1424,Trouble,H,840,M30840 : Wind-B3 AS Cut-Y Waiting Position Error
W1ALNS537,#22-2 LOADER,2025-12-02 12:41,2025-12-02 12:41,30,Trouble,H,840,M30840 : Wind-B3 AS Cut-Y Waiting Position Error
W1ALAMM53,LAM #22-02,2025-12-02 13:02,2025-12-02 13:02,20,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-02 13:24,2025-12-02 13:24,43,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-02 14:16,2025-12-02 15:25,4173,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALAMM53,LAM #22-02,2025-12-02 14:45,2025-12-02 14:45,24,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-02 15:26,2025-12-02 15:26,1,Trouble,H,740,M30740 : Wind-B2 AS Cut-Y Waiting Position Error
W1ALNS537,#22-2 LOADER,2025-12-02 15:30,2025-12-02 15:36,385,Trouble,H,777,M30777 : Wind-B2 Bobbin Chuck#2-2 FWD Error
W1ALAMM53,LAM #22-02,2025-12-02 15:48,2025-12-02 15:54,363,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-02 15:55,2025-12-02 15:55,8,Trouble,H,706,[F0706]
W1ALNS537,#22-2 LOADER,2025-12-02 15:59,2025-12-02 16:05,370,Trouble,,2299,
W1ALNS537,#22-2 LOADER,2025-12-02 16:06,2025-12-02 16:07,49,Trouble,H,980,M30980 : Wind-B4 Bobbin Pin FWD Error
W1ALAMM53,LAM #22-02,2025-12-02 17:08,2025-12-02 17:09,29,Trouble,H,1662,[F1662] 중앙 전극 컷 TAB DETECT ERROR
W1ALNS537,#22-2 LOADER,2025-12-02 17:09,2025-12-02 17:10,104,Trouble,H,965,M30965 : Wind-B4 Splice Vacuum#2 On Error
W1ALAMM53,LAM #22-02,2025-12-02 17:09,2025-12-02 17:11,107,Trouble,H,1662,[F1662] 중앙 전극 컷 TAB DETECT ERROR
W1ALAMM53,LAM #22-02,2025-12-02 17:12,2025-12-02 17:12,4,Trouble,H,765,[F0765] 비전 한계수량 NG 알람
W1ALAMM53,LAM #22-02,2025-12-02 17:20,2025-12-02 17:28,449,User Stop,L,3172,[F3172] 중앙전극 덴서 리미트 경고
W1ALAMM53,LAM #22-02,2025-12-02 17:28,2025-12-02 17:29,37,Trouble,H,1770,[F1770] 중앙 전극 EPC Left Limit
W1ALAMM53,LAM #22-02,2025-12-02 17:29,2025-12-02 17:30,23,Trouble,H,706,[F0706]
W1ALAMM53,LAM #22-02,2025-12-02 18:14,2025-12-02 18:19,262,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-02 18:20,2025-12-02 18:20,10,Trouble,H,706,[F0706]
W1ALAMM53,LAM #22-02,2025-12-02 18:52,2025-12-02 18:52,23,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-02 19:06,2025-12-02 19:09,168,Trouble,,2296,
W1ALNS537,#22-2 LOADER,2025-12-02 19:17,2025-12-02 19:18,55,Trouble,H,686,M30686 :
W1ALNS537,#22-2 LOADER,2025-12-02 19:24,2025-12-02 19:57,1940,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-02 19:57,2025-12-02 19:58,54,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-02 19:58,2025-12-02 20:07,529,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-02 20:07,2025-12-02 20:08,37,Run,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALAMM53,LAM #22-02,2025-12-02 20:20,2025-12-02 20:20,7,Trouble,H,1468,"[셀추적] BCR 리딩 불량 수량 초과 발생 에러  :: , Cell. BCR< [F1468]"
W1ALAMM53,LAM #22-02,2025-12-02 20:54,2025-12-02 20:55,21,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-02 20:55,2025-12-02 21:06,654,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-02 20:55,2025-12-02 21:06,652,Wait,L,3172,[F3172] 중앙전극 덴서 리미트 경고
W1ALAMM53,LAM #22-02,2025-12-02 20:59,2025-12-02 21:06,416,Trouble,H,1536,[F1536] 중앙 전극 컷 피딩 롤러 SV OFF 알람
W1ALAMM53,LAM #22-02,2025-12-02 21:02,2025-12-02 21:06,236,Trouble,H,1526,[F1526] 중앙 전극 컷 FWD/BWD SV OFF 알람
W1ALAMM53,LAM #22-02,2025-12-02 21:03,2025-12-02 21:06,167,Trouble,H,984,[F0984] 양품 자재불량 적재-2 [OP] 알람
W1ALAMM53,LAM #22-02,2025-12-02 21:06,2025-12-02 21:09,175,User Stop,L,3172,[F3172] 중앙전극 덴서 리미트 경고
W1ALAMM53,LAM #22-02,2025-12-02 21:10,2025-12-02 21:10,2,Trouble,H,706,[F0706]
W1ALAMM53,LAM #22-02,2025-12-02 21:10,2025-12-02 21:10,4,Trouble,H,1726,[F1726]
W1ALAMM53,LAM #22-02,2025-12-02 21:10,2025-12-02 21:10,6,Trouble,H,1468,"[셀추적] BCR 리딩 불량 수량 초과 발생 에러  :: , Cell. BCR< [F1468]"
W1ALNS537,#22-2 LOADER,2025-12-02 21:39,2025-12-02 21:44,253,Trouble,,2299,
W1ALNS537,#22-2 LOADER,2025-12-02 21:46,2025-12-02 21:48,115,Trouble,H,980,M30980 : Wind-B4 Bobbin Pin FWD Error
W1ALNS537,#22-2 LOADER,2025-12-02 23:06,2025-12-02 23:07,92,Trouble,H,965,M30965 : Wind-B4 Splice Vacuum#2 On Error
W1ALAMM53,LAM #22-02,2025-12-03 0:01,2025-12-03 0:01,18,User Stop,H,758,[F0758] 상부 세파 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 0:02,2025-12-03 0:02,15,User Stop,H,758,[F0758] 상부 세파 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 0:12,2025-12-03 0:13,24,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 0:19,2025-12-03 0:28,564,Trouble,H,786,M30786 :
W1ALNS537,#22-2 LOADER,2025-12-03 0:26,2025-12-03 0:28,109,Trouble,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALNS537,#22-2 LOADER,2025-12-03 0:32,2025-12-03 0:34,100,Trouble,H,777,M30777 : Wind-B2 Bobbin Chuck#2-2 FWD Error
W1ALAMM53,LAM #22-02,2025-12-03 0:44,2025-12-03 0:45,24,Wait,L,3095,[F3095] 이물 유량 BLOWER#3 유량 하한 경고
W1ALNS537,#22-2 LOADER,2025-12-03 1:13,2025-12-03 1:20,386,Trouble,,2296,
W1ALAMM53,LAM #22-02,2025-12-03 2:45,2025-12-03 2:45,18,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-03 2:52,2025-12-03 2:53,48,User Stop,H,666,[F0666] 파이널 비전 준비 OFF 알람
W1ALAMM53,LAM #22-02,2025-12-03 3:11,2025-12-03 3:11,22,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 3:12,2025-12-03 3:14,132,Trouble,H,980,M30980 : Wind-B4 Bobbin Pin FWD Error
W1ALNS537,#22-2 LOADER,2025-12-03 3:52,2025-12-03 3:59,445,Run,,2064,
W1ALNS537,#22-2 LOADER,2025-12-03 4:27,2025-12-03 4:33,412,Trouble,H,686,M30686 :
W1ALNS537,#22-2 LOADER,2025-12-03 4:27,2025-12-03 4:33,379,Trouble,H,965,M30965 : Wind-B4 Splice Vacuum#2 On Error
W1ALNS537,#22-2 LOADER,2025-12-03 4:31,2025-12-03 4:33,164,Trouble,H,940,M30940 : Wind-B4 AS Cut-Y Waiting Position Error
W1ALNS537,#22-2 LOADER,2025-12-03 4:32,2025-12-03 4:33,115,User Stop,H,1230,M31230 : Load Conveyor#1 BCR Reading Error
W1ALAMM53,LAM #22-02,2025-12-03 4:52,2025-12-03 4:53,25,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 5:06,2025-12-03 5:29,1367,Trouble,,2296,
W1ALAMM53,LAM #22-02,2025-12-03 5:14,2025-12-03 5:15,26,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALAMM53,LAM #22-02,2025-12-03 5:17,2025-12-03 5:17,3,Trouble,H,754,[F0754] 장변실링 미응답 연속불량 알람
W1ALAMM53,LAM #22-02,2025-12-03 5:44,2025-12-03 5:44,4,Trouble,H,706,[F0706]
W1ALAMM53,LAM #22-02,2025-12-03 6:09,2025-12-03 6:11,145,Trouble,H,825,[F0825] 중앙 전극 LPC SS SV210 SV ON 에러
W1ALAMM53,LAM #22-02,2025-12-03 6:09,2025-12-03 6:11,143,Trouble,H,1612,[F1612] NG 석션 벨트 AMP ALARM
W1ALAMM53,LAM #22-02,2025-12-03 6:10,2025-12-03 6:11,95,Trouble,H,761,[F0761] 상부 PET 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:10,2025-12-03 6:11,93,Trouble,H,1536,[F1536] 중앙 전극 컷 피딩 롤러 SV OFF 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:10,2025-12-03 6:11,89,Trouble,H,1731,[F1731] 양품배출 매거진#1 준비 이상
W1ALAMM53,LAM #22-02,2025-12-03 6:11,2025-12-03 6:12,36,Trouble,H,983,[F0983] 양품 자재불량 적재-1 [OP] 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:13,2025-12-03 6:18,297,Trouble,H,758,[F0758] 상부 세파 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:13,2025-12-03 6:18,294,Trouble,H,683,[F0683] 세파 닙 롤 UP/DW 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:14,2025-12-03 6:18,232,Trouble,H,760,[F0760] 하부 세파 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:18,2025-12-03 6:18,20,User Stop,H,758,[F0758] 상부 세파 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:23,2025-12-03 6:24,35,Trouble,H,706,[F0706]
W1ALAMM53,LAM #22-02,2025-12-03 6:24,2025-12-03 6:24,2,Trouble,H,1726,[F1726]
W1ALAMM53,LAM #22-02,2025-12-03 6:24,2025-12-03 6:24,5,Trouble,H,1726,[F1726]
W1ALAMM53,LAM #22-02,2025-12-03 6:25,2025-12-03 6:25,4,Trouble,H,1723,[F1723] 파이널 GAP센서 미감지 이상 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:25,2025-12-03 6:25,2,Trouble,H,1723,[F1723] 파이널 GAP센서 미감지 이상 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:25,2025-12-03 6:25,4,Trouble,H,1723,[F1723] 파이널 GAP센서 미감지 이상 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:26,2025-12-03 6:26,2,Trouble,H,1723,[F1723] 파이널 GAP센서 미감지 이상 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:26,2025-12-03 6:26,4,Trouble,H,1723,[F1723] 파이널 GAP센서 미감지 이상 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:26,2025-12-03 6:26,2,Trouble,H,1726,[F1726]
W1ALAMM53,LAM #22-02,2025-12-03 6:27,2025-12-03 6:28,19,User Stop,H,695,[F0695] 파이널 컨베이어 UP/DW 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:28,2025-12-03 6:28,5,Trouble,H,1723,[F1723] 파이널 GAP센서 미감지 이상 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:29,2025-12-03 6:29,42,User Stop,H,695,[F0695] 파이널 컨베이어 UP/DW 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:30,2025-12-03 6:30,4,Trouble,H,1671,[F1671] 최종-NOT INPUT ERROR
W1ALAMM53,LAM #22-02,2025-12-03 6:34,2025-12-03 6:34,10,Trouble,H,415,[F0415]세파 존 도어 오픈 알람
W1ALAMM53,LAM #22-02,2025-12-03 6:41,2025-12-03 6:41,19,Wait,L,3174,[F3174] 전극 공급기 정지요청 경고
W1ALNS537,#22-2 LOADER,2025-12-03 7:08,2025-12-03 7:09,27,Trouble,H,1124,M31124 : Wind-B1 Cut-Y Danger Position Warning
W1ALNS537,#22-2 LOADER,2025-12-03 7:09,2025-12-03 7:22,769,User Stop,H,1124,M31124 : Wind-B1 Cut-Y Danger Position Warning
W1ALAMM53,LAM #22-02,2025-12-03 7:44,2025-12-03 7:44,15,Trouble,H,984,[F0984] 양품 자재불량 적재-2 [OP] 알람
W1ALNS537,#22-2 LOADER,2025-12-03 8:09,2025-12-03 8:12,139,Run,,2062,
W1ALNS537,#22-2 LOADER,2025-12-03 8:12,2025-12-03 8:14,107,Trouble,H,280,M30280 : Wind-A1 Bobbin Pin FWD Error
W1ALAMM53,LAM #22-02,2025-12-03 8:24,2025-12-03 8:24,28,User Stop,H,763,[F0763] 하부 PET 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 8:26,2025-12-03 8:26,31,User Stop,H,763,[F0763] 하부 PET 언와인더 댄서 리미트 알람
W1ALAMM53,LAM #22-02,2025-12-03 8:34,2025-12-03 8:35,13,User Stop,H,760,[F0760] 하부 세파 언와인더 댄서 리미트 알람
W1ALNS537,#22-2 LOADER,2025-12-03 8:59,2025-12-03 9:06,402,Trouble,,2299,
